;// Name;; Vorname;;Geburtsjahr;;Platz;;Partei;;;;Land;;;;;;Wkr;;;
AAAA;Ratter;BBBB;Ruth;CCCC;1955;DDDD;11;EEEE;GRÜNE;FFFF;2009;ZZZZ;RP;GGGG;2009;HHHH;GRÜNE;II11;;;2009;FINEFINE
AAAA;Rau;BBBB;Doris;CCCC;1959;DDDD;34;EEEE;CDU;FFFF;2009;ZZZZ;HE;GGGG;2009;HHHH;CDU;II11;;;2009;FINEFINE
AAAA;Rauber;BBBB;Gabriele Maria;CCCC;1954;DDDD;12;EEEE;CDU;FFFF;2009;ZZZZ;SL;GGGG;2009;HHHH;CDU;II11;;;2009;FINEFINE
AAAA;Rauschenbach;BBBB;Michael;CCCC;1966;DDDD;3;EEEE;REP;FFFF;2009;ZZZZ;BE;GGGG;2009;HHHH;REP;II11;;;2009;FINEFINE
AAAA;Rau-Stoll;BBBB;Marie-Luise;CCCC;1950;DDDD;30;EEEE;SPD;FFFF;2009;ZZZZ;HE;GGGG;2009;HHHH;SPD;II11;;;2009;FINEFINE
AAAA;Rawert;BBBB;Mechthild;CCCC;1957;DDDD;4;EEEE;SPD;FFFF;2009;ZZZZ;BE;GGGG;2009;HHHH;SPD;IIII;82;JJJJ;2009;FINEFINE
AAAA;Reball;BBBB;Siegfried;CCCC;1954;DDDD;0;EEEE;NPD;FF11;;;;;;;;IIII;133;JJJJ;2009;FINEFINE
AAAA;Rebmann;BBBB;Kai;CCCC;1982;DDDD;0;EEEE;PBC;FF11;;;;;;;;IIII;279;JJJJ;2009;FINEFINE
AAAA;Rebmann;BBBB;Stefan;CCCC;1962;DDDD;17;EEEE;SPD;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;SPD;IIII;275;JJJJ;2009;FINEFINE
AAAA;Rech;BBBB;Daniel;CCCC;1983;DDDD;3;EEEE;DVU;FFFF;2009;ZZZZ;RP;GGGG;2009;HHHH;DVU;II11;;;2009;FINEFINE
AAAA;Recknagel;BBBB;Lutz Rüdiger;CCCC;1966;DDDD;0;EEEE;FDP;FF11;;;;;;;;IIII;197;JJJJ;2009;FINEFINE
AAAA;Rectenwald;BBBB;Nina;CCCC;1990;DDDD;12;EEEE;FDP;FFFF;2009;ZZZZ;SL;GGGG;2009;HHHH;FDP;II11;;;2009;FINEFINE
AAAA;Redlhammer-Raback;BBBB;Bärbel;CCCC;1954;DDDD;3;EEEE;DVU;FFFF;2009;ZZZZ;BB;GGGG;2009;HHHH;DVU;II11;;;2009;FINEFINE
AAAA;Reetnitz von;BBBB;Manfred;CCCC;1955;DDDD;4;EEEE;REP;FFFF;2009;ZZZZ;HE;GGGG;2009;HHHH;REP;II11;;;2009;FINEFINE
AAAA;Regehly;BBBB;Imanuel;CCCC;1923;DDDD;7;EEEE;NPD;FFFF;2009;ZZZZ;BE;GGGG;2009;HHHH;NPD;II11;;;2009;FINEFINE
AAAA;Rehahn;BBBB;Dr. Thomas;CCCC;1953;DDDD;22;EEEE;GRÜNE;FFFF;2009;ZZZZ;HE;GGGG;2009;HHHH;GRÜNE;IIII;187;JJJJ;2009;FINEFINE
AAAA;Rehberg;BBBB;Eckhardt Harald;CCCC;1954;DDDD;2;EEEE;CDU;FFFF;2009;ZZZZ;MV;GGGG;2009;HHHH;CDU;IIII;17;JJJJ;2009;FINEFINE
AAAA;Reiche;BBBB;Katherina;CCCC;1973;DDDD;1;EEEE;CDU;FFFF;2009;ZZZZ;BB;GGGG;2009;HHHH;CDU;IIII;62;JJJJ;2009;FINEFINE
AAAA;Reiche;BBBB;Sebastian;CCCC;1983;DDDD;0;EEEE;NPD;FF11;;;;;;;;IIII;192;JJJJ;2009;FINEFINE
AAAA;Reiche;BBBB;Steffen;CCCC;1960;DDDD;5;EEEE;SPD;FFFF;2009;ZZZZ;BB;GGGG;2009;HHHH;SPD;IIII;65;JJJJ;2009;FINEFINE
AAAA;Reichel;BBBB;Julia;CCCC;1972;DDDD;0;EEEE;Tierschutz;FF11;;;;;;;;IIII;182;JJJJ;2009;FINEFINE
AAAA;Reichel;BBBB;Maik;CCCC;1971;DDDD;7;EEEE;SPD;FFFF;2009;ZZZZ;ST;GGGG;2009;HHHH;SPD;IIII;74;JJJJ;2009;FINEFINE
AAAA;Reichenbach;BBBB;Gerold;CCCC;1953;DDDD;9;EEEE;SPD;FFFF;2009;ZZZZ;HE;GGGG;2009;HHHH;SPD;IIII;184;JJJJ;2009;FINEFINE
AAAA;Reichenberg;BBBB;Marcus;CCCC;1975;DDDD;0;EEEE;GRÜNE;FF11;;;;;;;;IIII;226;JJJJ;2009;FINEFINE
AAAA;Reifschneider-Groß;BBBB;Brigitte;CCCC;1951;DDDD;25;EEEE;FDP;FFFF;2009;ZZZZ;HE;GGGG;2009;HHHH;FDP;II11;;;2009;FINEFINE
AAAA;Reimann;BBBB;Dr. Carola;CCCC;1967;DDDD;17;EEEE;SPD;FFFF;2009;ZZZZ;NI;GGGG;2009;HHHH;SPD;IIII;51;JJJJ;2009;FINEFINE
AAAA;Reinders;BBBB;Hermann Hans Hajo;CCCC;1952;DDDD;34;EEEE;CDU;FFFF;2009;ZZZZ;NI;GGGG;2009;HHHH;CDU;II11;;;2009;FINEFINE
AAAA;Reindl;BBBB;Rosa Maria;CCCC;1966;DDDD;10;EEEE;ödp;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;ödp;IIII;214;JJJJ;2009;FINEFINE
AAAA;Reinemund;BBBB;Dr. Birgit;CCCC;1959;DDDD;11;EEEE;FDP;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;FDP;IIII;275;JJJJ;2009;FINEFINE
AAAA;Reinert;BBBB;Marion;CCCC;1976;DDDD;10;EEEE;NPD;FFFF;2009;ZZZZ;NW;GGGG;2009;HHHH;NPD;IIII;122;JJJJ;2009;FINEFINE
AAAA;Reinhard;BBBB;Johannes;CCCC;1985;DDDD;53;EEEE;CSU;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;CSU;II11;;;2009;FINEFINE
AAAA;Reinhardt;BBBB;Fabio;CCCC;1980;DDDD;3;EEEE;PIRATEN;FFFF;2009;ZZZZ;NI;GGGG;2009;HHHH;PIRATEN;II11;;;2009;FINEFINE
AAAA;Reinhart;BBBB;Manfred;CCCC;1964;DDDD;32;EEEE;ödp;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;ödp;IIII;242;JJJJ;2009;FINEFINE
AAAA;Reinhold;BBBB;Hagen;CCCC;1978;DDDD;2;EEEE;FDP;FFFF;2009;ZZZZ;MV;GGGG;2009;HHHH;FDP;IIII;14;JJJJ;2009;FINEFINE
AAAA;Reinke;BBBB;Elke;CCCC;1958;DDDD;7;EEEE;DIE LINKE;FFFF;2009;ZZZZ;ST;GGGG;2009;HHHH;DIE LINKE;IIII;69;JJJJ;2009;FINEFINE
AAAA;Reinstädtler;BBBB;Ralf;CCCC;1966;DDDD;0;EEEE;DIE LINKE;FF11;;;;;;;;IIII;299;JJJJ;2009;FINEFINE
AAAA;Reising;BBBB;Oliver;CCCC;1970;DDDD;20;EEEE;DIE LINKE;FFFF;2009;ZZZZ;NW;GGGG;2009;HHHH;DIE LINKE;II11;;;2009;FINEFINE
AAAA;Reitmeyer;BBBB;Hans-Jürgen;CCCC;1953;DDDD;0;EEEE;GRÜNE;FF11;;;;;;;;IIII;126;JJJJ;2009;FINEFINE
AAAA;Reitz;BBBB;Axel;CCCC;1983;DDDD;11;EEEE;NPD;FFFF;2009;ZZZZ;NW;GGGG;2009;HHHH;NPD;IIII;92;JJJJ;2009;FINEFINE
AAAA;Reker;BBBB;Reinhold;CCCC;1935;DDDD;5;EEEE;ADM;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;ADM;II11;;;2009;FINEFINE
AAAA;Remmers;BBBB;Ingrid Liselotte;CCCC;1965;DDDD;9;EEEE;DIE LINKE;FFFF;2009;ZZZZ;NW;GGGG;2009;HHHH;DIE LINKE;II11;;;2009;FINEFINE
AAAA;Renfordt;BBBB;Karsten;CCCC;1963;DDDD;0;EEEE;DIE LINKE;FF11;;;;;;;;IIII;151;JJJJ;2009;FINEFINE
AAAA;Renner;BBBB;Gabriele;CCCC;1965;DDDD;8;EEEE;VIOLETTEN;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;VIOLETTEN;II11;;;2009;FINEFINE
AAAA;Renner;BBBB;Rita;CCCC;1958;DDDD;4;EEEE;MLPD;FFFF;2009;ZZZZ;ST;GGGG;2009;HHHH;MLPD;II11;;;2009;FINEFINE
AAAA;Renner-Knopp;BBBB;Astrid;CCCC;1969;DDDD;49;EEEE;CSU;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;CSU;II11;;;2009;FINEFINE
AAAA;Rennert;BBBB;Hans-Jörg;CCCC;1941;DDDD;4;EEEE;RRP;FFFF;2009;ZZZZ;NW;GGGG;2009;HHHH;RRP;II11;;;2009;FINEFINE
AAAA;Renz;BBBB;Christine;CCCC;1975;DDDD;2;EEEE;Tierschutz;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;Tierschutz;II11;;;2009;FINEFINE
AAAA;Ressmann;BBBB;Dr. Wolfgang;CCCC;1958;DDDD;13;EEEE;SPD;FFFF;2009;ZZZZ;RP;GGGG;2009;HHHH;SPD;IIII;209;JJJJ;2009;FINEFINE
AAAA;Rettig;BBBB;Hans-Jürgen;CCCC;1950;DDDD;0;EEEE;OHNE PARTEI;FF11;;;;;;;;IIII;61;JJJJ;2009;FINEFINE
AAAA;Reusch;BBBB;Volker;CCCC;1970;DDDD;4;EEEE;ZENTRUM;FFFF;2009;ZZZZ;NW;GGGG;2009;HHHH;ZENTRUM;II11;;;2009;FINEFINE
AAAA;Reusing;BBBB;Volker;CCCC;1971;DDDD;14;EEEE;ödp;FFFF;2009;ZZZZ;NW;GGGG;2009;HHHH;ödp;II11;;;2009;FINEFINE
AAAA;Reuter;BBBB;Dr. Alexander;CCCC;1967;DDDD;0;EEEE;FDP;FF11;;;;;;;;IIII;293;JJJJ;2009;FINEFINE
AAAA;Reuther;BBBB;Marion;CCCC;1953;DDDD;24;EEEE;SPD;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;SPD;IIII;251;JJJJ;2009;FINEFINE
AAAA;Reymann;BBBB;Fabian;CCCC;1979;DDDD;2;EEEE;PSG;FFFF;2009;ZZZZ;BE;GGGG;2009;HHHH;PSG;II11;;;2009;FINEFINE
AAAA;Reynders;BBBB;Ingrid;CCCC;1947;DDDD;10;EEEE;RENTNER;FFFF;2009;ZZZZ;NW;GGGG;2009;HHHH;RENTNER;II11;;;2009;FINEFINE
AAAA;Richter;BBBB;Bernhard;CCCC;1943;DDDD;2;EEEE;ödp;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;ödp;IIII;285;JJJJ;2009;FINEFINE
AAAA;Richter;BBBB;Dr. Jörg;CCCC;1969;DDDD;19;EEEE;FDP;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;FDP;IIII;277;JJJJ;2009;FINEFINE
AAAA;Richter;BBBB;Hartmut Manfred;CCCC;1944;DDDD;0;EEEE;OHNE PARTEI;FF11;;;;;;;;IIII;160;JJJJ;2009;FINEFINE
AAAA;Richter;BBBB;Thomas;CCCC;1969;DDDD;12;EEEE;FDP;FFFF;2009;ZZZZ;SN;GGGG;2009;HHHH;FDP;IIII;159;JJJJ;2009;FINEFINE
AAAA;Richter;BBBB;Wera;CCCC;1969;DDDD;2;EEEE;DKP;FFFF;2009;ZZZZ;BE;GGGG;2009;HHHH;DKP;II11;;;2009;FINEFINE
AAAA;Richtermeier;BBBB;Marie-Luise;CCCC;1947;DDDD;2;EEEE;VIOLETTEN;FFFF;2009;ZZZZ;BE;GGGG;2009;HHHH;VIOLETTEN;II11;;;2009;FINEFINE
AAAA;Richwien;BBBB;Roland;CCCC;1955;DDDD;5;EEEE;CDU;FFFF;2009;ZZZZ;TH;GGGG;2009;HHHH;CDU;IIII;194;JJJJ;2009;FINEFINE
AAAA;Riebesam;BBBB;Matthias;CCCC;1964;DDDD;0;EEEE;OHNE PARTEI;FF11;;;;;;;;IIII;269;JJJJ;2009;FINEFINE
AAAA;Riebsamen;BBBB;Lothar;CCCC;1957;DDDD;0;EEEE;CDU;FF11;;;;;;;;IIII;293;JJJJ;2009;FINEFINE
AAAA;Riedel;BBBB;Hans-Ulrich;CCCC;1955;DDDD;12;EEEE;DIE LINKE;FFFF;2009;ZZZZ;BE;GGGG;2009;HHHH;DIE LINKE;IIII;81;JJJJ;2009;FINEFINE
AAAA;Riedelsheimer;BBBB;Albert;CCCC;1966;DDDD;0;EEEE;GRÜNE;FF11;;;;;;;;IIII;254;JJJJ;2009;FINEFINE
AAAA;Riedl;BBBB;Laszlo;CCCC;1972;DDDD;44;EEEE;FDP;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;FDP;IIII;249;JJJJ;2009;FINEFINE
AAAA;Riedl;BBBB;Peter Hans;CCCC;1948;DDDD;12;EEEE;RRP;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;RRP;IIII;232;JJJJ;2009;FINEFINE
AAAA;Riedmaier;BBBB;Michael;CCCC;1969;DDDD;8;EEEE;Volksabstimmung;FFFF;2009;ZZZZ;NW;GGGG;2009;HHHH;Volksabstimmung;II11;;;2009;FINEFINE
AAAA;Rief;BBBB;Josef;CCCC;1960;DDDD;0;EEEE;CDU;FF11;;;;;;;;IIII;292;JJJJ;2009;FINEFINE
AAAA;Riefling;BBBB;Ricarda;CCCC;1983;DDDD;3;EEEE;NPD;FFFF;2009;ZZZZ;NI;GGGG;2009;HHHH;NPD;IIII;49;JJJJ;2009;FINEFINE
AAAA;Rieg;BBBB;Jürgen;CCCC;1968;DDDD;35;EEEE;FDP;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;FDP;IIII;270;JJJJ;2009;FINEFINE
AAAA;Riegel;BBBB;Stefan;CCCC;1985;DDDD;6;EEEE;PIRATEN;FFFF;2009;ZZZZ;ST;GGGG;2009;HHHH;PIRATEN;II11;;;2009;FINEFINE
AAAA;Rieger;BBBB;Daniela;CCCC;1976;DDDD;8;EEEE;Tierschutz;FFFF;2009;ZZZZ;NI;GGGG;2009;HHHH;Tierschutz;II11;;;2009;FINEFINE
AAAA;Rieger;BBBB;Jürgen;CCCC;1946;DDDD;1;EEEE;NPD;FFFF;2009;ZZZZ;HH;GGGG;2009;HHHH;NPD;IIII;19;JJJJ;2009;FINEFINE
AAAA;Rieger;BBBB;Rudolf;CCCC;1957;DDDD;0;EEEE;NPD;FF11;;;;;;;;IIII;252;JJJJ;2009;FINEFINE
AAAA;Riegert;BBBB;Klaus;CCCC;1959;DDDD;11;EEEE;CDU;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;CDU;IIII;263;JJJJ;2009;FINEFINE
AAAA;Ries;BBBB;Knut Erwin;CCCC;1955;DDDD;60;EEEE;CSU;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;CSU;II11;;;2009;FINEFINE
AAAA;Riesenhuber;BBBB;Prof. Dr. Heinz;CCCC;1935;DDDD;2;EEEE;CDU;FFFF;2009;ZZZZ;HE;GGGG;2009;HHHH;CDU;IIII;181;JJJJ;2009;FINEFINE
AAAA;Riesterer;BBBB;Eva Michaela;CCCC;1961;DDDD;46;EEEE;SPD;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;SPD;II11;;;2009;FINEFINE
AAAA;Rietz-Heering;BBBB;Nanni Karoline;CCCC;1956;DDDD;14;EEEE;DIE LINKE;FFFF;2009;ZZZZ;NI;GGGG;2009;HHHH;DIE LINKE;II11;;;2009;FINEFINE
AAAA;Ringer;BBBB;Stefan;CCCC;1956;DDDD;29;EEEE;SPD;FFFF;2009;ZZZZ;HE;GGGG;2009;HHHH;SPD;II11;;;2009;FINEFINE
AAAA;Ringger;BBBB;Helmut Günther;CCCC;1955;DDDD;0;EEEE;OHNE PARTEI;FF11;;;;;;;;IIII;271;JJJJ;2009;FINEFINE
AAAA;Ringwald;BBBB;Adelbert;CCCC;1965;DDDD;0;EEEE;DIE LINKE;FF11;;;;;;;;IIII;282;JJJJ;2009;FINEFINE
AAAA;Rinkenberger;BBBB;Daniela;CCCC;1972;DDDD;0;EEEE;Tierschutz;FF11;;;;;;;;IIII;185;JJJJ;2009;FINEFINE
AAAA;Rippert;BBBB;Ulrich;CCCC;1951;DDDD;1;EEEE;PSG;FFFF;2009;ZZZZ;BE;GGGG;2009;HHHH;PSG;II11;;;2009;FINEFINE
AAAA;Rippler;BBBB;Peter Otto Arthur;CCCC;1949;DDDD;15;EEEE;RRP;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;RRP;II11;;;2009;FINEFINE
AAAA;Ripsam;BBBB;Iris;CCCC;1959;DDDD;19;EEEE;CDU;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;CDU;II11;;;2009;FINEFINE
AAAA;Rischar;BBBB;Jürgen;CCCC;1944;DDDD;24;EEEE;SPD;FFFF;2009;ZZZZ;SL;GGGG;2009;HHHH;SPD;II11;;;2009;FINEFINE
AAAA;Ritter;BBBB;Matthias;CCCC;1950;DDDD;4;EEEE;REP;FFFF;2009;ZZZZ;TH;GGGG;2009;HHHH;REP;II11;;;2009;FINEFINE
AAAA;Ritter;BBBB;Nicole;CCCC;1974;DDDD;17;EEEE;SPD;FFFF;2009;ZZZZ;HE;GGGG;2009;HHHH;SPD;IIII;181;JJJJ;2009;FINEFINE
AAAA;Ritter;BBBB;Peter;CCCC;1959;DDDD;4;EEEE;DIE LINKE;FFFF;2009;ZZZZ;MV;GGGG;2009;HHHH;DIE LINKE;IIII;16;JJJJ;2009;FINEFINE
AAAA;Rix;BBBB;Sönke;CCCC;1975;DDDD;5;EEEE;SPD;FFFF;2009;ZZZZ;SH;GGGG;2009;HHHH;SPD;IIII;4;JJJJ;2009;FINEFINE
AAAA;Roach;BBBB;Mark;CCCC;1955;DDDD;0;EEEE;DIE LINKE;FF11;;;;;;;;IIII;24;JJJJ;2009;FINEFINE
AAAA;Roß;BBBB;Karl Josef;CCCC;1950;DDDD;2;EEEE;DVU;FFFF;2009;ZZZZ;NW;GGGG;2009;HHHH;DVU;II11;;;2009;FINEFINE
AAAA;Roßmüller;BBBB;Sascha;CCCC;1972;DDDD;2;EEEE;NPD;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;NPD;IIII;231;JJJJ;2009;FINEFINE
AAAA;Robbe;BBBB;Walter;CCCC;1939;DDDD;0;EEEE;PBC;FF11;;;;;;;;IIII;280;JJJJ;2009;FINEFINE
AAAA;Rochner;BBBB;Wolfgang;CCCC;1941;DDDD;0;EEEE;NPD;FF11;;;;;;;;IIII;228;JJJJ;2009;FINEFINE
AAAA;Rodewald;BBBB;Marcus;CCCC;1975;DDDD;4;EEEE;FDP;FFFF;2009;ZZZZ;HB;GGGG;2009;HHHH;FDP;II11;;;2009;FINEFINE
AAAA;Rodriguez Gómez;BBBB;Renate;CCCC;1941;DDDD;5;EEEE;RRP;FFFF;2009;ZZZZ;NI;GGGG;2009;HHHH;RRP;IIII;42;JJJJ;2009;FINEFINE
AAAA;Rodriguez-Teufer;BBBB;René;CCCC;1974;DDDD;5;EEEE;NPD;FFFF;2009;ZZZZ;RP;GGGG;2009;HHHH;NPD;IIII;208;JJJJ;2009;FINEFINE
AAAA;Roemer;BBBB;Christina;CCCC;1965;DDDD;12;EEEE;SPD;FFFF;2009;ZZZZ;TH;GGGG;2009;HHHH;SPD;II11;;;2009;FINEFINE
AAAA;Rohde;BBBB;Nicole Elisabeth;CCCC;1980;DDDD;0;EEEE;NPD;FF11;;;;;;;;IIII;128;JJJJ;2009;FINEFINE
AAAA;Rohleder;BBBB;Frank Roland Otto;CCCC;1950;DDDD;0;EEEE;NPD;FF11;;;;;;;;IIII;164;JJJJ;2009;FINEFINE
AAAA;Rohmann;BBBB;Stefan;CCCC;1984;DDDD;46;EEEE;FDP;FFFF;2009;ZZZZ;NW;GGGG;2009;HHHH;FDP;IIII;89;JJJJ;2009;FINEFINE
AAAA;Rohmeyer;BBBB;Claas Heinrich Remmert;CCCC;1971;DDDD;4;EEEE;CDU;FFFF;2009;ZZZZ;HB;GGGG;2009;HHHH;CDU;II11;;;2009;FINEFINE
AAAA;Rohrbach;BBBB;Patricia Katharina;CCCC;1953;DDDD;19;EEEE;MLPD;FFFF;2009;ZZZZ;NW;GGGG;2009;HHHH;MLPD;II11;;;2009;FINEFINE
AAAA;Rohrlack;BBBB;Heidi;CCCC;1946;DDDD;0;EEEE;GRÜNE;FF11;;;;;;;;IIII;253;JJJJ;2009;FINEFINE
AAAA;Rolf;BBBB;Margit Ricarda;CCCC;1953;DDDD;6;EEEE;ödp;FFFF;2009;ZZZZ;HH;GGGG;2009;HHHH;ödp;II11;;;2009;FINEFINE
AAAA;Roll;BBBB;Andreas;CCCC;1967;DDDD;0;EEEE;GRÜNE;FF11;;;;;;;;IIII;266;JJJJ;2009;FINEFINE
AAAA;Rollman;BBBB;Thorsten;CCCC;1969;DDDD;58;EEEE;CSU;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;CSU;II11;;;2009;FINEFINE
AAAA;Rolshoven;BBBB;Dr. Eckart;CCCC;1951;DDDD;5;EEEE;FDP;FFFF;2009;ZZZZ;SL;GGGG;2009;HHHH;FDP;II11;;;2009;FINEFINE
AAAA;Rorich;BBBB;Christine;CCCC;1937;DDDD;0;EEEE;NPD;FF11;;;;;;;;IIII;242;JJJJ;2009;FINEFINE
AAAA;Roschka;BBBB;Clemens Josef;CCCC;1961;DDDD;4;EEEE;ödp;FFFF;2009;ZZZZ;TH;GGGG;2009;HHHH;ödp;II11;;;2009;FINEFINE
AAAA;Rose;BBBB;Dr. Olaf Volker Bernhard;CCCC;1958;DDDD;1;EEEE;NPD;FFFF;2009;ZZZZ;SN;GGGG;2009;HHHH;NPD;IIII;159;JJJJ;2009;FINEFINE
AAAA;Rose;BBBB;Margarete;CCCC;1948;DDDD;2;EEEE;RRP;FFFF;2009;ZZZZ;NI;GGGG;2009;HHHH;RRP;IIII;45;JJJJ;2009;FINEFINE
AAAA;Rosemann;BBBB;Dr. Martin;CCCC;1976;DDDD;20;EEEE;SPD;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;SPD;IIII;290;JJJJ;2009;FINEFINE
AAAA;Rosemann-Kallweit;BBBB;Ingeborg;CCCC;1951;DDDD;31;EEEE;CDU;FFFF;2009;ZZZZ;RP;GGGG;2009;HHHH;CDU;II11;;;2009;FINEFINE
AAAA;Rosner;BBBB;Josef;CCCC;1955;DDDD;0;EEEE;GRÜNE;FF11;;;;;;;;IIII;227;JJJJ;2009;FINEFINE
AAAA;Rossmann;BBBB;Dr. Ernst Dieter;CCCC;1951;DDDD;1;EEEE;SPD;FFFF;2009;ZZZZ;SH;GGGG;2009;HHHH;SPD;IIII;7;JJJJ;2009;FINEFINE
AAAA;Roth;BBBB;Claudia;CCCC;1955;DDDD;1;EEEE;GRÜNE;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;GRÜNE;IIII;252;JJJJ;2009;FINEFINE
AAAA;Roth;BBBB;Heinz-Walter;CCCC;1949;DDDD;8;EEEE;FDP;FFFF;2009;ZZZZ;RP;GGGG;2009;HHHH;FDP;IIII;211;JJJJ;2009;FINEFINE
AAAA;Roth;BBBB;Jürgen;CCCC;1956;DDDD;8;EEEE;GRÜNE;FFFF;2009;ZZZZ;BE;GGGG;2009;HHHH;GRÜNE;II11;;;2009;FINEFINE
AAAA;Roth;BBBB;Karin;CCCC;1949;DDDD;6;EEEE;SPD;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;SPD;IIII;261;JJJJ;2009;FINEFINE
AAAA;Roth;BBBB;Michael;CCCC;1970;DDDD;2;EEEE;SPD;FFFF;2009;ZZZZ;HE;GGGG;2009;HHHH;SPD;IIII;170;JJJJ;2009;FINEFINE
AAAA;Rothe;BBBB;Bodo;CCCC;1957;DDDD;0;EEEE;OHNE PARTEI;FF11;;;;;;;;IIII;191;JJJJ;2009;FINEFINE
AAAA;Rothe;BBBB;Judith;CCCC;1979;DDDD;6;EEEE;NPD;FFFF;2009;ZZZZ;ST;GGGG;2009;HHHH;NPD;IIII;75;JJJJ;2009;FINEFINE
AAAA;Rothe-Beinlich;BBBB;Astrid;CCCC;1973;DDDD;3;EEEE;GRÜNE;FFFF;2009;ZZZZ;TH;GGGG;2009;HHHH;GRÜNE;II11;;;2009;FINEFINE
AAAA;Rothhanns;BBBB;René;CCCC;1981;DDDD;0;EEEE;NPD;FF11;;;;;;;;IIII;93;JJJJ;2009;FINEFINE
AAAA;Rußkamp;BBBB;Wolfgang;CCCC;1955;DDDD;42;EEEE;CDU;FFFF;2009;ZZZZ;NW;GGGG;2009;HHHH;CDU;IIII;134;JJJJ;2009;FINEFINE
AAAA;Ruck;BBBB;Dr. Christian;CCCC;1954;DDDD;21;EEEE;CSU;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;CSU;IIII;252;JJJJ;2009;FINEFINE
AAAA;Rudloff;BBBB;Daniel;CCCC;1979;DDDD;0;EEEE;FDP;FF11;;;;;;;;IIII;190;JJJJ;2009;FINEFINE
AAAA;Rudolf;BBBB;Heinz;CCCC;1955;DDDD;0;EEEE;NPD;FF11;;;;;;;;IIII;218;JJJJ;2009;FINEFINE
AAAA;Rudolph;BBBB;Dr. Karsten;CCCC;1962;DDDD;23;EEEE;SPD;FFFF;2009;ZZZZ;NW;GGGG;2009;HHHH;SPD;IIII;148;JJJJ;2009;FINEFINE
AAAA;Rudolph-Heger;BBBB;Dr. Eva-Brigitte;CCCC;1934;DDDD;33;EEEE;CDU;FFFF;2009;ZZZZ;NI;GGGG;2009;HHHH;CDU;II11;;;2009;FINEFINE
AAAA;Ruiters;BBBB;Katja;CCCC;1963;DDDD;0;EEEE;GRÜNE;FF11;;;;;;;;IIII;98;JJJJ;2009;FINEFINE
AAAA;Runge;BBBB;Brigitta;CCCC;1962;DDDD;22;EEEE;DIE LINKE;FFFF;2009;ZZZZ;NI;GGGG;2009;HHHH;DIE LINKE;IIII;44;JJJJ;2009;FINEFINE
AAAA;Rupp;BBBB;Bärbel;CCCC;1959;DDDD;5;EEEE;FAMILIE;FFFF;2009;ZZZZ;SL;GGGG;2009;HHHH;FAMILIE;II11;;;2009;FINEFINE
AAAA;Rupp;BBBB;Jörg;CCCC;1966;DDDD;20;EEEE;GRÜNE;FFFF;2009;ZZZZ;BW;GGGG;2009;HHHH;GRÜNE;IIII;272;JJJJ;2009;FINEFINE
AAAA;Rupp;BBBB;Klaus-Rainer Heinrich Wilhelm;CCCC;1955;DDDD;0;EEEE;DIE LINKE;FF11;;;;;;;;IIII;55;JJJJ;2009;FINEFINE
AAAA;Ruppert;BBBB;Dr. Stefan;CCCC;1971;DDDD;6;EEEE;FDP;FFFF;2009;ZZZZ;HE;GGGG;2009;HHHH;FDP;IIII;176;JJJJ;2009;FINEFINE
AAAA;Ruppert;BBBB;Michael;CCCC;1946;DDDD;39;EEEE;FDP;FFFF;2009;ZZZZ;NW;GGGG;2009;HHHH;FDP;IIII;105;JJJJ;2009;FINEFINE
AAAA;Rupprecht;BBBB;Albert;CCCC;1968;DDDD;22;EEEE;CSU;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;CSU;IIII;235;JJJJ;2009;FINEFINE
AAAA;Rupprecht;BBBB;Johannes;CCCC;1952;DDDD;3;EEEE;MLPD;FFFF;2009;ZZZZ;BY;GGGG;2009;HHHH;MLPD;IIII;244;JJJJ;2009;FINEFINE
