;// Name;; Vorname;;Geburtsjahr;;Platz;;Partei;;;;Land;;;;;;Wkr;;;
AAAA;Jantzen;BBBB;Elfi;CCCC;1954;DDDD;0;EEEE;GRÜNE;FF11;;;;;;;;IIII;81;JJJJ;2005;FINEFINE
AAAA;Janus;BBBB;Richard Johannes;CCCC;1970;DDDD;16;EEEE;GRÜNE;FFFF;2005;ZZZZ;TH;GGGG;2005;HHHH;GRÜNE;II11;;;2005;FINEFINE
AAAA;Jarchow;BBBB;Ursula;CCCC;1941;DDDD;13;EEEE;DIE LINKE;FFFF;2005;ZZZZ;HB;GGGG;2005;HHHH;DIE LINKE;II11;;;2005;FINEFINE
AAAA;Jarowoy;BBBB;Robert;CCCC;1952;DDDD;0;EEEE;DIE LINKE;FF11;;;;;;;;IIII;20;JJJJ;2005;FINEFINE
AAAA;Jaser;BBBB;Dietrich;CCCC;1961;DDDD;17;EEEE;FDP;FFFF;2005;ZZZZ;BY;GGGG;2005;HHHH;FDP;IIII;256;JJJJ;2005;FINEFINE
AAAA;Jauernig;BBBB;Dorothea;CCCC;1938;DDDD;7;EEEE;MLPD;FFFF;2005;ZZZZ;BW;GGGG;2005;HHHH;MLPD;II11;;;2005;FINEFINE
AAAA;Jaura;BBBB;Jutta;CCCC;1941;DDDD;2;EEEE;GRAUE;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;GRAUE;II11;;;2005;FINEFINE
AAAA;Jawurek;BBBB;Helmut;CCCC;1963;DDDD;46;EEEE;CSU;FFFF;2005;ZZZZ;BY;GGGG;2005;HHHH;CSU;II11;;;2005;FINEFINE
AAAA;Jekstadt;BBBB;Astrid;CCCC;1955;DDDD;9;EEEE;GRAUE;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;GRAUE;II11;;;2005;FINEFINE
AAAA;Jelpke;BBBB;Ursula;CCCC;1951;DDDD;5;EEEE;DIE LINKE;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;DIE LINKE;II11;;;2005;FINEFINE
AAAA;Jenni;BBBB;Birgit;CCCC;1958;DDDD;9;EEEE;SPD;FFFF;2005;ZZZZ;SL;GGGG;2005;HHHH;SPD;II11;;;2005;FINEFINE
AAAA;Jerems;BBBB;Hans-Dieter;CCCC;1956;DDDD;10;EEEE;FDP;FFFF;2005;ZZZZ;NI;GGGG;2005;HHHH;FDP;IIII;28;JJJJ;2005;FINEFINE
AAAA;Jeschik-Henschel;BBBB;Sigrun;CCCC;1956;DDDD;22;EEEE;SPD;FFFF;2005;ZZZZ;RP;GGGG;2005;HHHH;SPD;II11;;;2005;FINEFINE
AAAA;Jeschke;BBBB;Marieluise;CCCC;1935;DDDD;2;EEEE;REP;FFFF;2005;ZZZZ;BE;GGGG;2005;HHHH;REP;II11;;;2005;FINEFINE
AAAA;Jochimsen;BBBB;Dr. Lukrezia;CCCC;1936;DDDD;3;EEEE;DIE LINKE;FFFF;2005;ZZZZ;TH;GGGG;2005;HHHH;DIE LINKE;II11;;;2005;FINEFINE
AAAA;Joder;BBBB;Eric;CCCC;1977;DDDD;5;EEEE;REP;FFFF;2005;ZZZZ;RP;GGGG;2005;HHHH;REP;II11;;;2005;FINEFINE
AAAA;Johannsen;BBBB;Doris;CCCC;1938;DDDD;11;EEEE;GRAUE;FFFF;2005;ZZZZ;BW;GGGG;2005;HHHH;GRAUE;II11;;;2005;FINEFINE
AAAA;John;BBBB;Eric;CCCC;1965;DDDD;7;EEEE;FAMILIE;FFFF;2005;ZZZZ;SL;GGGG;2005;HHHH;FAMILIE;II11;;;2005;FINEFINE
AAAA;John;BBBB;Franz Siegmar;CCCC;1939;DDDD;13;EEEE;BüSo;FFFF;2005;ZZZZ;SN;GGGG;2005;HHHH;BüSo;IIII;157;JJJJ;2005;FINEFINE
AAAA;Johnson;BBBB;Sabine;CCCC;1956;DDDD;6;EEEE;REP;FFFF;2005;ZZZZ;BW;GGGG;2005;HHHH;REP;II11;;;2005;FINEFINE
AAAA;Joisten;BBBB;Jürgen Josef;CCCC;1962;DDDD;22;EEEE;BüSo;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;BüSo;II11;;;2005;FINEFINE
AAAA;Joithe-v. Krosigk;BBBB;Wolfgang;CCCC;1950;DDDD;11;EEEE;DIE LINKE;FFFF;2005;ZZZZ;HH;GGGG;2005;HHHH;DIE LINKE;II11;;;2005;FINEFINE
AAAA;Jojade;BBBB;Jürgen;CCCC;1950;DDDD;0;EEEE;DIE LINKE;FF11;;;;;;;;IIII;189;JJJJ;2005;FINEFINE
AAAA;Jokerst;BBBB;Wolfgang;CCCC;1956;DDDD;0;EEEE;GRÜNE;FF11;;;;;;;;IIII;274;JJJJ;2005;FINEFINE
AAAA;Jonas;BBBB;Dagmar;CCCC;1947;DDDD;17;EEEE;CDU;FFFF;2005;ZZZZ;SH;GGGG;2005;HHHH;CDU;II11;;;2005;FINEFINE
AAAA;Joosten;BBBB;Arnold Peter;CCCC;1982;DDDD;29;EEEE;SPD;FFFF;2005;ZZZZ;RP;GGGG;2005;HHHH;SPD;II11;;;2005;FINEFINE
AAAA;Jordan;BBBB;Dr. Hans-Heinrich;CCCC;1948;DDDD;5;EEEE;CDU;FFFF;2005;ZZZZ;ST;GGGG;2005;HHHH;CDU;IIII;66;JJJJ;2005;FINEFINE
AAAA;Jost;BBBB;Manfred;CCCC;1950;DDDD;5;EEEE;GRÜNE;FFFF;2005;ZZZZ;SL;GGGG;2005;HHHH;GRÜNE;II11;;;2005;FINEFINE
AAAA;Juncker-Berndt;BBBB;Sylke;CCCC;1961;DDDD;6;EEEE;FDP;FFFF;2005;ZZZZ;MV;GGGG;2005;HHHH;FDP;II11;;;2005;FINEFINE
AAAA;Jung;BBBB;Alexander Frank Roland;CCCC;1976;DDDD;6;EEEE;DIE LINKE;FFFF;2005;ZZZZ;HB;GGGG;2005;HHHH;DIE LINKE;II11;;;2005;FINEFINE
AAAA;Jung;BBBB;Andreas;CCCC;1975;DDDD;0;EEEE;CDU;FF11;;;;;;;;IIII;288;JJJJ;2005;FINEFINE
AAAA;Jung;BBBB;Armin Leo;CCCC;1960;DDDD;57;EEEE;FDP;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;FDP;IIII;150;JJJJ;2005;FINEFINE
AAAA;Jung;BBBB;Barbara;CCCC;1964;DDDD;0;EEEE;GRÜNE;FF11;;;;;;;;IIII;141;JJJJ;2005;FINEFINE
AAAA;Jung;BBBB;Dr. Franz Josef;CCCC;1949;DDDD;1;EEEE;CDU;FFFF;2005;ZZZZ;HE;GGGG;2005;HHHH;CDU;II11;;;2005;FINEFINE
AAAA;Jung;BBBB;Helmut;CCCC;1955;DDDD;29;EEEE;SPD;FFFF;2005;ZZZZ;BY;GGGG;2005;HHHH;SPD;IIII;254;JJJJ;2005;FINEFINE
AAAA;Jung;BBBB;Johannes;CCCC;1967;DDDD;23;EEEE;SPD;FFFF;2005;ZZZZ;BW;GGGG;2005;HHHH;SPD;IIII;272;JJJJ;2005;FINEFINE
AAAA;Jung;BBBB;Stephanie Friederike Dorothee;CCCC;1968;DDDD;32;EEEE;SPD;FFFF;2005;ZZZZ;BY;GGGG;2005;HHHH;SPD;IIII;222;JJJJ;2005;FINEFINE
AAAA;Jung;BBBB;Xaver;CCCC;1962;DDDD;24;EEEE;CDU;FFFF;2005;ZZZZ;RP;GGGG;2005;HHHH;CDU;II11;;;2005;FINEFINE
AAAA;Jungbauer;BBBB;Hubert;CCCC;1953;DDDD;0;EEEE;NPD;FF11;;;;;;;;IIII;273;JJJJ;2005;FINEFINE
AAAA;Jungbluth;BBBB;Brunhilde;CCCC;1936;DDDD;8;EEEE;CDU;FFFF;2005;ZZZZ;SL;GGGG;2005;HHHH;CDU;II11;;;2005;FINEFINE
AAAA;Jung-Schmidt;BBBB;Verena Sophia;CCCC;1969;DDDD;30;EEEE;CDU;FFFF;2005;ZZZZ;RP;GGGG;2005;HHHH;CDU;II11;;;2005;FINEFINE
AAAA;Juratovic;BBBB;Josip;CCCC;1959;DDDD;15;EEEE;SPD;FFFF;2005;ZZZZ;BW;GGGG;2005;HHHH;SPD;IIII;268;JJJJ;2005;FINEFINE
AAAA;Just;BBBB;Norbert;CCCC;1961;DDDD;19;EEEE;FDP;FFFF;2005;ZZZZ;SN;GGGG;2005;HHHH;FDP;II11;;;2005;FINEFINE
AAAA;Käppler;BBBB;Lars;CCCC;1975;DDDD;0;EEEE;NPD;FF11;;;;;;;;IIII;268;JJJJ;2005;FINEFINE
AAAA;Käss;BBBB;Dr. Helmut;CCCC;1946;DDDD;37;EEEE;DIE LINKE;FFFF;2005;ZZZZ;NI;GGGG;2005;HHHH;DIE LINKE;II11;;;2005;FINEFINE
AAAA;Kästel;BBBB;Sandra;CCCC;1977;DDDD;74;EEEE;CDU;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;CDU;II11;;;2005;FINEFINE
AAAA;Kästner;BBBB;Alexander;CCCC;1975;DDDD;16;EEEE;CDU;FFFF;2005;ZZZZ;TH;GGGG;2005;HHHH;CDU;II11;;;2005;FINEFINE
AAAA;Kästner;BBBB;Toni;CCCC;1985;DDDD;14;EEEE;BüSo;FFFF;2005;ZZZZ;SN;GGGG;2005;HHHH;BüSo;II11;;;2005;FINEFINE
AAAA;Köbler;BBBB;Daniel;CCCC;1981;DDDD;4;EEEE;GRÜNE;FFFF;2005;ZZZZ;RP;GGGG;2005;HHHH;GRÜNE;IIII;207;JJJJ;2005;FINEFINE
AAAA;Köhler;BBBB;Dr. Andreas;CCCC;1954;DDDD;10;EEEE;SPD;FFFF;2005;ZZZZ;BE;GGGG;2005;HHHH;SPD;IIII;87;JJJJ;2005;FINEFINE
AAAA;Köhler;BBBB;Heiko;CCCC;1974;DDDD;0;EEEE;NPD;FF11;;;;;;;;IIII;266;JJJJ;2005;FINEFINE
AAAA;Köhler;BBBB;Kristina;CCCC;1977;DDDD;9;EEEE;CDU;FFFF;2005;ZZZZ;HE;GGGG;2005;HHHH;CDU;IIII;180;JJJJ;2005;FINEFINE
AAAA;Köhler;BBBB;Martin;CCCC;1958;DDDD;0;EEEE;GRÜNE;FF11;;;;;;;;IIII;60;JJJJ;2005;FINEFINE
AAAA;Köhler;BBBB;Werner;CCCC;1955;DDDD;12;EEEE;GRÜNE;FFFF;2005;ZZZZ;NI;GGGG;2005;HHHH;GRÜNE;IIII;29;JJJJ;2005;FINEFINE
AAAA;Kölbl;BBBB;Franziska;CCCC;1983;DDDD;19;EEEE;DIE LINKE;FFFF;2005;ZZZZ;TH;GGGG;2005;HHHH;DIE LINKE;II11;;;2005;FINEFINE
AAAA;Kölle;BBBB;Christian;CCCC;1952;DDDD;3;EEEE;MLPD;FFFF;2005;ZZZZ;HH;GGGG;2005;HHHH;MLPD;II11;;;2005;FINEFINE
AAAA;Köller;BBBB;Roland;CCCC;1956;DDDD;26;EEEE;BüSo;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;BüSo;II11;;;2005;FINEFINE
AAAA;König;BBBB;Dr. Claus-Dieter;CCCC;1967;DDDD;18;EEEE;DIE LINKE;FFFF;2005;ZZZZ;RP;GGGG;2005;HHHH;DIE LINKE;II11;;;2005;FINEFINE
AAAA;König;BBBB;Dr. Torsten;CCCC;1960;DDDD;0;EEEE;GRÜNE;FF11;;;;;;;;IIII;34;JJJJ;2005;FINEFINE
AAAA;König;BBBB;Hans;CCCC;1949;DDDD;7;EEEE;PBC;FFFF;2005;ZZZZ;BY;GGGG;2005;HHHH;PBC;II11;;;2005;FINEFINE
AAAA;König;BBBB;Heinz;CCCC;1955;DDDD;17;EEEE;CDU;FFFF;2005;ZZZZ;SL;GGGG;2005;HHHH;CDU;II11;;;2005;FINEFINE
AAAA;König;BBBB;Katharina;CCCC;1978;DDDD;7;EEEE;DIE LINKE;FFFF;2005;ZZZZ;TH;GGGG;2005;HHHH;DIE LINKE;II11;;;2005;FINEFINE
AAAA;König;BBBB;Marianne;CCCC;1954;DDDD;7;EEEE;DIE LINKE;FFFF;2005;ZZZZ;NI;GGGG;2005;HHHH;DIE LINKE;IIII;39;JJJJ;2005;FINEFINE
AAAA;König;BBBB;Roland;CCCC;1966;DDDD;7;EEEE;FDP;FFFF;2005;ZZZZ;SL;GGGG;2005;HHHH;FDP;II11;;;2005;FINEFINE
AAAA;Königshaus;BBBB;Hellmut;CCCC;1950;DDDD;2;EEEE;FDP;FFFF;2005;ZZZZ;BE;GGGG;2005;HHHH;FDP;IIII;85;JJJJ;2005;FINEFINE
AAAA;Königshofen;BBBB;Norbert;CCCC;1943;DDDD;10;EEEE;CDU;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;CDU;IIII;120;JJJJ;2005;FINEFINE
AAAA;Könnecke;BBBB;Maria-Ilona;CCCC;1944;DDDD;3;EEEE;Pro DM;FFFF;2005;ZZZZ;HB;GGGG;2005;HHHH;Pro DM;II11;;;2005;FINEFINE
AAAA;Köpke;BBBB;Ingrid;CCCC;1944;DDDD;4;EEEE;GRAUE;FFFF;2005;ZZZZ;MV;GGGG;2005;HHHH;GRAUE;II11;;;2005;FINEFINE
AAAA;Köppen;BBBB;Daniel;CCCC;1984;DDDD;16;EEEE;BüSo;FFFF;2005;ZZZZ;BE;GGGG;2005;HHHH;BüSo;II11;;;2005;FINEFINE
AAAA;Köppen;BBBB;Hans Albert Karl;CCCC;1955;DDDD;0;EEEE;OHNE PARTEI;FF11;;;;;;;;IIII;55;JJJJ;2005;FINEFINE
AAAA;Körenezli-Erkiner;BBBB;Yildiz;CCCC;1972;DDDD;11;EEEE;DIE LINKE;FFFF;2005;ZZZZ;HE;GGGG;2005;HHHH;DIE LINKE;II11;;;2005;FINEFINE
AAAA;Körner;BBBB;Detlef;CCCC;1952;DDDD;50;EEEE;SPD;FFFF;2005;ZZZZ;NI;GGGG;2005;HHHH;SPD;II11;;;2005;FINEFINE
AAAA;Körner;BBBB;Martin;CCCC;1970;DDDD;35;EEEE;SPD;FFFF;2005;ZZZZ;BW;GGGG;2005;HHHH;SPD;IIII;259;JJJJ;2005;FINEFINE
AAAA;Körper;BBBB;Fritz Rudolf;CCCC;1954;DDDD;1;EEEE;SPD;FFFF;2005;ZZZZ;RP;GGGG;2005;HHHH;SPD;IIII;203;JJJJ;2005;FINEFINE
AAAA;Köster;BBBB;Heinrich;CCCC;1950;DDDD;15;EEEE;BüSo;FFFF;2005;ZZZZ;BE;GGGG;2005;HHHH;BüSo;II11;;;2005;FINEFINE
AAAA;Köster;BBBB;Stefan;CCCC;1973;DDDD;0;EEEE;NPD;FF11;;;;;;;;IIII;13;JJJJ;2005;FINEFINE
AAAA;Köster;BBBB;Torsten;CCCC;1956;DDDD;2;EEEE;50Plus;FFFF;2005;ZZZZ;BB;GGGG;2005;HHHH;50Plus;II11;;;2005;FINEFINE
AAAA;Kübler;BBBB;Dr. Klaus;CCCC;1936;DDDD;25;EEEE;SPD;FFFF;2005;ZZZZ;HE;GGGG;2005;HHHH;SPD;II11;;;2005;FINEFINE
AAAA;Kühn;BBBB;Dr. Klaus;CCCC;1948;DDDD;5;EEEE;FAMILIE;FFFF;2005;ZZZZ;SL;GGGG;2005;HHHH;FAMILIE;IIII;296;JJJJ;2005;FINEFINE
AAAA;Kühn;BBBB;Stephan;CCCC;1979;DDDD;0;EEEE;GRÜNE;FF11;;;;;;;;IIII;160;JJJJ;2005;FINEFINE
AAAA;Kühn-Mengel;BBBB;Helga;CCCC;1947;DDDD;12;EEEE;SPD;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;SPD;IIII;93;JJJJ;2005;FINEFINE
AAAA;Kührt;BBBB;Marcus;CCCC;1983;DDDD;5;EEEE;BüSo;FFFF;2005;ZZZZ;SN;GGGG;2005;HHHH;BüSo;IIII;163;JJJJ;2005;FINEFINE
AAAA;Külow;BBBB;Dr. Volker;CCCC;1960;DDDD;0;EEEE;DIE LINKE;FF11;;;;;;;;IIII;154;JJJJ;2005;FINEFINE
AAAA;Künast;BBBB;Renate;CCCC;1955;DDDD;1;EEEE;GRÜNE;FFFF;2005;ZZZZ;BE;GGGG;2005;HHHH;GRÜNE;IIII;82;JJJJ;2005;FINEFINE
AAAA;Künkler;BBBB;Ulrich;CCCC;1972;DDDD;36;EEEE;CDU;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;CDU;IIII;149;JJJJ;2005;FINEFINE
AAAA;Künzel;BBBB;Mike;CCCC;1974;DDDD;17;EEEE;SPD;FFFF;2005;ZZZZ;ST;GGGG;2005;HHHH;SPD;II11;;;2005;FINEFINE
AAAA;Künzer;BBBB;Dr. Wolfgang;CCCC;1945;DDDD;4;EEEE;FAMILIE;FFFF;2005;ZZZZ;BY;GGGG;2005;HHHH;FAMILIE;II11;;;2005;FINEFINE
AAAA;Küpper;BBBB;Beate;CCCC;1958;DDDD;25;EEEE;DIE LINKE;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;DIE LINKE;II11;;;2005;FINEFINE
AAAA;Küpperbusch;BBBB;Philipp;CCCC;1983;DDDD;0;EEEE;GRÜNE;FF11;;;;;;;;IIII;115;JJJJ;2005;FINEFINE
AAAA;Kürten;BBBB;Erwin;CCCC;1960;DDDD;25;EEEE;BüSo;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;BüSo;II11;;;2005;FINEFINE
AAAA;Küster;BBBB;Dr. Uwe;CCCC;1945;DDDD;10;EEEE;SPD;FFFF;2005;ZZZZ;ST;GGGG;2005;HHHH;SPD;IIII;69;JJJJ;2005;FINEFINE
AAAA;Kaempfe;BBBB;Gernot;CCCC;1951;DDDD;0;EEEE;DIE LINKE;FF11;;;;;;;;IIII;4;JJJJ;2005;FINEFINE
AAAA;Kahraman-Meister;BBBB;Yazgülü;CCCC;1962;DDDD;4;EEEE;MLPD;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;MLPD;II11;;;2005;FINEFINE
AAAA;Kahrs;BBBB;Johannes;CCCC;1963;DDDD;0;EEEE;SPD;FF11;;;;;;;;IIII;19;JJJJ;2005;FINEFINE
AAAA;Kahsner;BBBB;Rüdiger;CCCC;1951;DDDD;14;EEEE;NPD;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;NPD;IIII;136;JJJJ;2005;FINEFINE
AAAA;Kain;BBBB;Barbara;CCCC;1952;DDDD;16;EEEE;NPD;FFFF;2005;ZZZZ;ST;GGGG;2005;HHHH;NPD;II11;;;2005;FINEFINE
AAAA;Kaiser;BBBB;Christa Ute Anne;CCCC;1953;DDDD;12;EEEE;BüSo;FFFF;2005;ZZZZ;BY;GGGG;2005;HHHH;BüSo;IIII;221;JJJJ;2005;FINEFINE
AAAA;Kaiser;BBBB;Peter;CCCC;1971;DDDD;13;EEEE;FDP;FFFF;2005;ZZZZ;RP;GGGG;2005;HHHH;FDP;IIII;201;JJJJ;2005;FINEFINE
AAAA;Kaiser;BBBB;Wolfgang;CCCC;1949;DDDD;16;EEEE;GRÜNE;FFFF;2005;ZZZZ;BW;GGGG;2005;HHHH;GRÜNE;IIII;287;JJJJ;2005;FINEFINE
AAAA;Kala;BBBB;Iris;CCCC;1958;DDDD;21;EEEE;DIE LINKE;FFFF;2005;ZZZZ;SN;GGGG;2005;HHHH;DIE LINKE;II11;;;2005;FINEFINE
AAAA;Kalb;BBBB;Bartholomäus;CCCC;1949;DDDD;0;EEEE;CSU;FF11;;;;;;;;IIII;228;JJJJ;2005;FINEFINE
AAAA;Kalben von;BBBB;Erika;CCCC;1964;DDDD;5;EEEE;GRÜNE;FFFF;2005;ZZZZ;SH;GGGG;2005;HHHH;GRÜNE;II11;;;2005;FINEFINE
AAAA;Kalitta;BBBB;Bernhard Hans;CCCC;1935;DDDD;24;EEEE;GRAUE;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;GRAUE;II11;;;2005;FINEFINE
AAAA;Kalkhake;BBBB;Marcus;CCCC;1976;DDDD;8;EEEE;CDU;FFFF;2005;ZZZZ;TH;GGGG;2005;HHHH;CDU;IIII;198;JJJJ;2005;FINEFINE
AAAA;Kallenbrunnen;BBBB;Thomas;CCCC;1978;DDDD;6;EEEE;CDU;FFFF;2005;ZZZZ;SL;GGGG;2005;HHHH;CDU;II11;;;2005;FINEFINE
AAAA;Kallweit;BBBB;Patrick;CCCC;1985;DDDD;0;EEEE;NPD;FF11;;;;;;;;IIII;52;JJJJ;2005;FINEFINE
AAAA;Kalouti;BBBB;Alexander;CCCC;1968;DDDD;18;EEEE;FDP;FFFF;2005;ZZZZ;BY;GGGG;2005;HHHH;FDP;IIII;218;JJJJ;2005;FINEFINE
AAAA;Kalthoff;BBBB;Hans;CCCC;1945;DDDD;12;EEEE;FDP;FFFF;2005;ZZZZ;RP;GGGG;2005;HHHH;FDP;IIII;211;JJJJ;2005;FINEFINE
AAAA;Kaltwasser;BBBB;Marcus;CCCC;1973;DDDD;40;EEEE;SPD;FFFF;2005;ZZZZ;HE;GGGG;2005;HHHH;SPD;II11;;;2005;FINEFINE
AAAA;Kaluza;BBBB;Andreas;CCCC;1934;DDDD;7;EEEE;Offensive D;FFFF;2005;ZZZZ;ST;GGGG;2005;HHHH;Offensive D;II11;;;2005;FINEFINE
AAAA;Kambach;BBBB;Heiko;CCCC;1966;DDDD;18;EEEE;GRAUE;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;GRAUE;II11;;;2005;FINEFINE
AAAA;Kamieth;BBBB;Jens;CCCC;1969;DDDD;82;EEEE;CDU;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;CDU;II11;;;2005;FINEFINE
AAAA;Kamin;BBBB;Bernt;CCCC;1958;DDDD;7;EEEE;DIE LINKE;FFFF;2005;ZZZZ;HH;GGGG;2005;HHHH;DIE LINKE;II11;;;2005;FINEFINE
AAAA;Kaminski;BBBB;Maren;CCCC;1979;DDDD;5;EEEE;DIE LINKE;FFFF;2005;ZZZZ;NI;GGGG;2005;HHHH;DIE LINKE;IIII;43;JJJJ;2005;FINEFINE
AAAA;Kammer;BBBB;Hans-Werner;CCCC;1948;DDDD;14;EEEE;CDU;FFFF;2005;ZZZZ;NI;GGGG;2005;HHHH;CDU;IIII;27;JJJJ;2005;FINEFINE
AAAA;Kammerer;BBBB;Günther;CCCC;1963;DDDD;38;EEEE;FDP;FFFF;2005;ZZZZ;BY;GGGG;2005;HHHH;FDP;IIII;231;JJJJ;2005;FINEFINE
AAAA;Kammergruber;BBBB;Konrad;CCCC;1956;DDDD;41;EEEE;FDP;FFFF;2005;ZZZZ;BY;GGGG;2005;HHHH;FDP;IIII;214;JJJJ;2005;FINEFINE
AAAA;Kamp;BBBB;Heiner;CCCC;1964;DDDD;21;EEEE;FDP;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;FDP;IIII;132;JJJJ;2005;FINEFINE
AAAA;Kampeter;BBBB;Steffen;CCCC;1963;DDDD;19;EEEE;CDU;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;CDU;IIII;135;JJJJ;2005;FINEFINE
AAAA;Kandelhard;BBBB;Volkmar;CCCC;1967;DDDD;4;EEEE;GRAUE;FFFF;2005;ZZZZ;HB;GGGG;2005;HHHH;GRAUE;II11;;;2005;FINEFINE
AAAA;Kantel;BBBB;Dr. Heinz Dieter;CCCC;1953;DDDD;0;EEEE;GRÜNE;FF11;;;;;;;;IIII;116;JJJJ;2005;FINEFINE
AAAA;Kapp;BBBB;Helena;CCCC;1951;DDDD;53;EEEE;CDU;FFFF;2005;ZZZZ;BW;GGGG;2005;HHHH;CDU;II11;;;2005;FINEFINE
AAAA;Karge;BBBB;Christian;CCCC;1977;DDDD;16;EEEE;BüSo;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;BüSo;II11;;;2005;FINEFINE
AAAA;Karis;BBBB;Josef;CCCC;1949;DDDD;4;EEEE;ZENTRUM;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;ZENTRUM;II11;;;2005;FINEFINE
AAAA;Karl;BBBB;Alois;CCCC;1950;DDDD;0;EEEE;CSU;FF11;;;;;;;;IIII;233;JJJJ;2005;FINEFINE
AAAA;Karl;BBBB;Andreas;CCCC;1963;DDDD;2;EEEE;NPD;FFFF;2005;ZZZZ;ST;GGGG;2005;HHHH;NPD;IIII;74;JJJJ;2005;FINEFINE
AAAA;Karl;BBBB;Annette Elisabeth;CCCC;1960;DDDD;46;EEEE;SPD;FFFF;2005;ZZZZ;BY;GGGG;2005;HHHH;SPD;II11;;;2005;FINEFINE
AAAA;Karstens;BBBB;Dr. Detleff;CCCC;1941;DDDD;4;EEEE;PBC;FFFF;2005;ZZZZ;NI;GGGG;2005;HHHH;PBC;IIII;51;JJJJ;2005;FINEFINE
AAAA;Karwath;BBBB;Julian;CCCC;1986;DDDD;4;EEEE;GRÜNE;FFFF;2005;ZZZZ;TH;GGGG;2005;HHHH;GRÜNE;IIII;190;JJJJ;2005;FINEFINE
AAAA;Kasimir;BBBB;Karl;CCCC;1942;DDDD;2;EEEE;BüSo;FFFF;2005;ZZZZ;NI;GGGG;2005;HHHH;BüSo;II11;;;2005;FINEFINE
AAAA;Kaske;BBBB;Corinna Barbara;CCCC;1954;DDDD;3;EEEE;MLPD;FFFF;2005;ZZZZ;BY;GGGG;2005;HHHH;MLPD;II11;;;2005;FINEFINE
AAAA;Kasparick;BBBB;Ulrich;CCCC;1957;DDDD;4;EEEE;SPD;FFFF;2005;ZZZZ;ST;GGGG;2005;HHHH;SPD;IIII;70;JJJJ;2005;FINEFINE
AAAA;Kaspereit;BBBB;Erika Sabine;CCCC;1945;DDDD;12;EEEE;SPD;FFFF;2005;ZZZZ;ST;GGGG;2005;HHHH;SPD;II11;;;2005;FINEFINE
AAAA;Kasseckert;BBBB;Heiko;CCCC;1970;DDDD;20;EEEE;CDU;FFFF;2005;ZZZZ;HE;GGGG;2005;HHHH;CDU;IIII;181;JJJJ;2005;FINEFINE
AAAA;Kaster;BBBB;Bernhard;CCCC;1957;DDDD;12;EEEE;CDU;FFFF;2005;ZZZZ;RP;GGGG;2005;HHHH;CDU;IIII;205;JJJJ;2005;FINEFINE
AAAA;Kastner;BBBB;Susanne;CCCC;1946;DDDD;4;EEEE;SPD;FFFF;2005;ZZZZ;BY;GGGG;2005;HHHH;SPD;IIII;249;JJJJ;2005;FINEFINE
AAAA;Kauch;BBBB;Michael;CCCC;1967;DDDD;11;EEEE;FDP;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;FDP;IIII;143;JJJJ;2005;FINEFINE
AAAA;Kauder;BBBB;Siegfried;CCCC;1950;DDDD;0;EEEE;CDU;FF11;;;;;;;;IIII;287;JJJJ;2005;FINEFINE
AAAA;Kauder;BBBB;Volker;CCCC;1949;DDDD;2;EEEE;CDU;FFFF;2005;ZZZZ;BW;GGGG;2005;HHHH;CDU;IIII;286;JJJJ;2005;FINEFINE
AAAA;Kaufhold-Hausotter;BBBB;Joachim;CCCC;1956;DDDD;0;EEEE;DIE LINKE;FF11;;;;;;;;IIII;174;JJJJ;2005;FINEFINE
AAAA;Kaufmann;BBBB;Bernd Dieter;CCCC;1953;DDDD;8;EEEE;FDP;FFFF;2005;ZZZZ;RP;GGGG;2005;HHHH;FDP;IIII;212;JJJJ;2005;FINEFINE
AAAA;Kaulbach;BBBB;Heinz;CCCC;1954;DDDD;1;EEEE;PBC;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;PBC;IIII;125;JJJJ;2005;FINEFINE
AAAA;Kaupa;BBBB;Gerlinde;CCCC;1952;DDDD;24;EEEE;CSU;FFFF;2005;ZZZZ;BY;GGGG;2005;HHHH;CSU;II11;;;2005;FINEFINE
